Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5,1498,108.5,5,16.64,,10.96247505,,4.686750173,Volkswagen,Vento
Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5,2982,171,7,11.57,,11.72803684,,5.141663557,Toyota,Fortuner
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65,1248,88.5,5,11.57,,10.29214554,,4.483002552,Maruti,SX4
Maruti 800 DX,Jaipur,2000,75000,Petrol,Manual,First,16.1,796,37,4,11.57,,11.22524339,,3.610917913,Maruti,800
Maruti Celerio VXI AT,Coimbatore,2015,54186,Petrol,Automatic,First,23.1,998,67.04,5,11.57,,10.90017785,,4.205289456,Maruti,Celerio
Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4,1198,86.8,5,11.57,,10.51840288,,4.463606622,Honda,Brio
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,90000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,,11.40756495,,4.302712828,Maruti,Swift
Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018,23000,Diesel,Automatic,First,11.36,2755,171.5,8,21,,10.04324949,,5.144583267,Toyota,Innova
Maruti Ertiga VXI Petrol,Delhi,2016,23582,Petrol,Manual,Second,19.34,1462,103,7,9.54,,10.06823899,,4.634728988,Maruti,Ertiga
Maruti A-Star Vxi,Jaipur,2009,87000,Petrol,Manual,Second,19,998,66.1,5,11.57,,11.3736634,,4.191168747,Maruti,A-Star
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019,1000,Diesel,Manual,First,20.5,1248,91.72,5,9.26,,6.907755279,,4.518740458,Fiat,Avventura
Maruti Swift VDI,Kochi,2015,58634,Diesel,Manual,First,28.4,1248,74,5,11.57,,10.97907001,,4.304065093,Maruti,Swift
Nissan Sunny Diesel XV,Kochi,2013,41377,Diesel,Manual,Second,22.71,1461,84.8,5,11.57,,10.63048045,,4.440295543,Nissan,Sunny
Hyundai EON Magna Plus,Jaipur,2015,43000,Petrol,Manual,First,21.1,814,55.2,5,11.57,,10.66895539,,4.010962953,Hyundai,EON
Honda Amaze S i-Vtech,Kochi,2015,77372,Petrol,Manual,First,18,1198,86.7,5,11.57,,11.25638024,,4.462453884,Honda,Amaze
Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006,49000,Petrol,Manual,Second,16.6,1388,68,5,11.57,,10.79957558,,4.219507705,Ford,Fiesta
Honda City i VTEC CVT VX,Delhi,2015,48000,Petrol,Automatic,First,18,1497,117.3,5,11.57,,10.77895629,,4.764734756,Honda,City
Honda Brio S MT,Hyderabad,2012,30000,Petrol,Manual,First,19.4,1198,86.8,5,11.57,,10.30895266,,4.463606622,Honda,Brio
Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9,998,67.1,5,11.57,,10.75790288,,4.206184044,Maruti,Wagon
Hyundai Elantra CRDi SX AT,Jaipur,2016,76681,Diesel,Automatic,First,22.7,1582,126.2,5,11.57,,11.24740924,,4.83786795,Hyundai,Elantra
Honda Accord 2.4 Elegance A/T,Mumbai,2010,106565,Petrol,Automatic,First,10.2,2354,180,5,11.57,,11.57651041,,5.192956851,Honda,Accord
Maruti Wagon R VXI AMT,Coimbatore,2011,37492,Petrol,Automatic,First,22.5,998,67,5,6.33,,10.53188286,,4.204692619,Maruti,Wagon
Chevrolet Cruze LTZ,Coimbatore,2014,72843,Diesel,Manual,Second,17.3,1998,163.7,5,11.57,,11.19606172,,5.098035484,Chevrolet,Cruze
Hyundai i20 1.2 Era,Kochi,2013,55653,Petrol,Manual,First,17,1197,80,5,11.57,,10.92689126,,4.382026635,Hyundai,i20
Tata Nano Cx BSIV,Ahmedabad,2013,35000,Petrol,Manual,First,25.4,624,37.48,4,11.57,,10.46310334,,3.623807457,Tata,Nano
Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014,44000,Petrol,Manual,First,15.8,1499,110,5,11.57,,10.69194491,,4.700480366,Ford,Ecosport
Tata Indica Vista TDI LS,Pune,2012,43200,Diesel,Manual,First,19.1,1405,70,5,11.57,,10.67359577,,4.248495242,Tata,Indica
Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005,117000,Diesel,Manual,First,18.7,1896,66,5,11.57,,11.66992921,,4.189654742,Skoda,Octavia
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016,63961,Diesel,Automatic,First,13.5,2477,175.56,7,34.1,,11.0660288,,5.167980865,Mitsubishi,Pajero
Mini Cooper 3 DOOR D,Mumbai,2015,20000,Diesel,Automatic,First,20.7,1496,113.98,4,35,,9.903487553,,4.736022994,Mini,Cooper
Hyundai Xcent 1.2 Kappa S Option,Pune,2016,34000,Petrol,Manual,First,19.1,1197,81.86,5,11.57,,10.4341158,,4.405010471,Hyundai,Xcent
Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,10.46310334,,4.404643925,Hyundai,i20
Hyundai i20 Sportz 1.2,Mumbai,2013,43000,Petrol,Manual,First,18.5,1197,82.85,5,11.57,,10.66895539,,4.417031744,Hyundai,i20
Hyundai i10 Magna,Hyderabad,2008,63193,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,11.05394881,,4.368181228,Hyundai,i10
Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008,110000,Diesel,Manual,First,12.8,2494,102,8,11.57,,11.60823564,,4.624972813,Toyota,Innova
Maruti SX4 Vxi BSIV,Kochi,2011,44547,Petrol,Manual,First,16.51,1586,103.2,5,11.57,,10.70430009,,4.636668853,Maruti,SX4
Honda City 1.5 E MT,Ahmedabad,2011,65000,Petrol,Manual,First,17,1497,118,5,11.57,,11.08214255,,4.770684624,Honda,City
Maruti Ritz LXi,Mumbai,2012,79000,Petrol,Manual,Second,18.5,1197,85.8,5,11.57,,11.27720313,,4.452019006,Maruti,Ritz
Maruti Alto K10 LXI CNG Optional,Delhi,2017,33000,CNG,Manual,First,32.26,998,58.2,4,4.66,,10.40426284,,4.063885355,Maruti,Alto
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2014,108000,Petrol,Automatic,First,15,1396,98.6,5,11.57,,11.58988651,,4.591071262,Hyundai,i20
Toyota Innova Crysta 2.4 G MT 8S,Kochi,2018,21302,Diesel,Manual,First,13.68,2393,147.8,8,11.57,,9.966556244,,4.995860009,Toyota,Innova
Maruti Swift VDI Optional,Pune,2014,82000,Diesel,Manual,First,25.2,1248,74,5,11.57,,11.31447453,,4.304065093,Maruti,Swift
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,173000,Diesel,Manual,Second,12.99,2494,100.6,8,11.57,,12.06104687,,4.611152258,Toyota,Innova
Mahindra Quanto C2,Jaipur,2013,72000,Diesel,Manual,First,17.21,1493,100,7,11.57,,11.1844214,,4.605170186,Mahindra,Quanto
Mahindra XUV500 W8 4WD,Bangalore,2014,50299,Diesel,Manual,First,15.1,2179,140,7,11.57,,10.82574048,,4.941642423,Mahindra,XUV500
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2014,60000,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,,11.00209984,,5.160950055,Audi,A6
Toyota Fortuner 3.0 Diesel,Kolkata,2011,112999,Diesel,Manual,First,11.5,2982,171,7,11.57,,11.63513425,,5.141663557,Toyota,Fortuner
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2010,183000,Diesel,Manual,First,12.8,2494,102,7,11.57,,12.11724143,,4.624972813,Toyota,Innova
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,58840,Diesel,Automatic,First,16.36,2179,187.7,5,11.57,,10.98257717,,5.234844944,Jaguar,XF
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,11.57,,10.96819829,,4.798266816,Hyundai,Verna
Hyundai i20 1.4 CRDi Magna,Jaipur,2011,78000,Diesel,Manual,First,21.9,1396,90,5,11.57,,11.26446411,,4.49980967,Hyundai,i20
Skoda Octavia 2.0 TDI MT Style,Ahmedabad,2018,34000,Diesel,Manual,First,21,1968,141,5,23.29,,10.4341158,,4.94875989,Skoda,Octavia
Hyundai i10 Sportz 1.2,Hyderabad,2012,54982,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,10.91476114,,4.368181228,Hyundai,i10
Maruti Alto LXi,Jaipur,2008,65000,Petrol,Manual,Second,19.7,796,46.3,5,11.57,,11.08214255,,3.835141961,Maruti,Alto
Renault KWID RXL,Kochi,2018,16292,Petrol,Manual,First,25.17,799,53.3,5,3.95,,9.698429469,,3.975936331,Renault,KWID
Hyundai Grand i10 Sportz,Mumbai,2015,11206,Petrol,Manual,First,18.9,1197,82,5,11.57,,9.324204628,,4.406719247,Hyundai,Grand
Hyundai Grand i10 AT Asta,Pune,2015,32100,Petrol,Automatic,First,18.9,1197,82,5,11.57,,10.37661131,,4.406719247,Hyundai,Grand
Maruti Wagon R LXI,Delhi,2018,22296,Petrol,Manual,Second,22.5,998,67.04,5,4.59,,10.01216257,,4.205289456,Maruti,Wagon
Hyundai i20 Magna 1.4 CRDi,Kolkata,2015,36113,Diesel,Manual,First,22.54,1396,88.73,5,11.57,,10.49440819,,4.485598051,Hyundai,i20
Volvo S80 D5,Delhi,2011,87000,Diesel,Automatic,Second,13.1,2400,215,5,11.57,,11.3736634,,5.370638028,Volvo,S80
Renault Duster 85PS Diesel RxZ,Jaipur,2018,1001,Diesel,Manual,First,19.87,1461,83.8,5,13.08,,6.908754779,,4.428433007,Renault,Duster
Honda City i VTEC CVT VX,Hyderabad,2015,39822,Petrol,Automatic,First,18,1497,117.3,5,11.57,,10.5921748,,4.764734756,Honda,City
Maruti Swift VXI BSIII,Hyderabad,2008,81814,Petrol,Manual,First,16.1,1298,88.2,5,11.57,,11.31220366,,4.479606963,Maruti,Swift
Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016,62000,Diesel,Manual,First,19.67,1582,126.2,5,11.57,,11.03488966,,4.83786795,Hyundai,Creta
Maruti Swift Dzire VDI,Pune,2017,71000,Diesel,Manual,Second,26.59,1248,74,5,11.57,,11.17043516,,4.304065093,Maruti,Swift
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2019,10452,Petrol,Automatic,First,19,1199,88.7,5,11.57,,9.254548627,,4.485259889,Honda,Jazz
Tata Tiago 1.2 Revotron XT Option,Kolkata,2018,1520,Petrol,Manual,First,23.84,1199,84,5,5.71,,7.326465614,,4.430816799,Tata,Tiago
Honda Brio S MT,Chennai,2013,35315,Petrol,Manual,Second,19.4,1198,86.8,5,11.57,,10.47206308,,4.463606622,Honda,Brio
Maruti Swift VDI BSIV,Hyderabad,2014,91722,Diesel,Manual,First,25.2,1248,74,5,11.57,,11.42651754,,4.304065093,Maruti,Swift
Hyundai i20 1.2 Sportz Option,Pune,2011,35976,Petrol,Manual,First,17,1197,80,5,11.57,,10.49060733,,4.382026635,Hyundai,i20
Renault KWID RXL,Delhi,2016,22000,Petrol,Manual,First,25.17,799,53.3,5,4.02,,9.998797732,,3.975936331,Renault,KWID
Audi A6 35 TDI Matrix,Hyderabad,2011,71000,Diesel,Automatic,First,18.53,1968,187.74,5,67.1,,11.17043516,,5.235058027,Audi,A6
Hyundai Grand i10 Asta Option,Pune,2014,25000,Petrol,Manual,First,18.9,1197,82,5,11.57,,10.1266311,,4.406719247,Hyundai,Grand
Maruti Alto LXI,Hyderabad,2010,54486,Petrol,Manual,First,19.7,796,46.3,5,11.57,,10.90569907,,3.835141961,Maruti,Alto
Jaguar XF 2.0 Petrol Portfolio,Kolkata,2017,18366,Petrol,Automatic,First,10.8,1997,246.74,5,66.71,,9.818256408,,5.508335151,Jaguar,XF
Tata Manza Aqua Safire,Kolkata,2010,16000,Petrol,Manual,First,15,1368,90,5,11.57,,9.680344001,,4.49980967,Tata,Manza
Tata Nano XTA,Coimbatore,2017,31176,Petrol,Automatic,First,21.9,624,37.48,4,11.57,,10.34740385,,3.623807457,Tata,Nano
BMW X1 sDrive20d,Jaipur,2012,88375,Diesel,Automatic,Second,17.05,1995,184,5,11.57,,11.3893444,,5.214935758,BMW,X1
Maruti Wagon R AMT VXI,Jaipur,2017,34500,Petrol,Automatic,First,20.51,998,67,5,11.57,,10.4487146,,4.204692619,Maruti,Wagon
Toyota Fortuner 4x4 MT,Hyderabad,2012,80000,Diesel,Manual,First,12.55,2982,168.5,7,11.57,,11.28978191,,5.12693575,Toyota,Fortuner
Volkswagen Polo Diesel Trendline 1.2L,Delhi,2013,46000,Diesel,Manual,First,22.07,1199,73.9,5,11.57,,10.73639668,,4.302712828,Volkswagen,Polo
Honda Civic 2010-2013 1.8 V AT,Mumbai,2009,70000,Petrol,Automatic,Third,13.9,1799,130.2,5,11.57,,11.15625052,,4.86907173,Honda,Civic
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,51000,Diesel,Automatic,First,14.49,2993,258,5,11.57,,10.83958091,,5.552959585,BMW,7
Mahindra XUV500 AT W10 FWD,Delhi,2017,25000,Diesel,Automatic,First,16,2179,140,7,11.57,,10.1266311,,4.941642423,Mahindra,XUV500
Hyundai Elantra SX AT,Coimbatore,2017,25132,Petrol,Automatic,First,14.5,1797,147.4,5,11.57,,10.13189721,,4.99314998,Hyundai,Elantra
Toyota Corolla Altis G,Delhi,2011,70000,Petrol,Manual,First,14.53,1798,138.1,5,11.57,,11.15625052,,4.92797806,Toyota,Corolla
Maruti Alto 800 2016-2019 LXI,Kochi,2015,48913,Petrol,Manual,First,24.7,796,47.3,5,11.57,,10.79779849,,3.856510295,Maruti,Alto
Honda City i-DTEC SV,Hyderabad,2014,63000,Diesel,Manual,First,25.6,1498,98.6,5,13.33,,11.05089001,,4.591071262,Honda,City
Maruti Alto LXi,Jaipur,2011,90000,Petrol,Manual,First,19.7,796,46.3,5,11.57,,11.40756495,,3.835141961,Maruti,Alto
Honda Brio S MT,Chennai,2013,55000,Petrol,Manual,First,19.4,1198,86.8,5,11.57,,10.91508846,,4.463606622,Honda,Brio
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51000,Petrol,Manual,First,16.47,1198,73.9,5,11.57,,10.83958091,,4.302712828,Volkswagen,Polo
Maruti Ritz ZXi,Pune,2012,35844,Petrol,Manual,Second,18.5,1197,85.8,5,11.57,,10.48693147,,4.452019006,Maruti,Ritz
Nissan 370Z AT,Kolkata,2012,14850,Petrol,Automatic,First,10,3696,328.5,2,11.57,,9.605755144,,5.794536838,Nissan,370Z
Audi A6 2011-2015 2.0 TDI,Hyderabad,2014,98000,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,,11.49272276,,5.160950055,Audi,A6
Hyundai i20 Asta 1.2,Mumbai,2015,17000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,9.740968623,,4.404643925,Hyundai,i20
Hyundai Verna 1.6 CRDI,Mumbai,2013,42670,Diesel,Manual,First,22.32,1582,126.3,5,11.57,,10.66125138,,4.838660029,Hyundai,Verna
BMW 6 Series Gran Coupe,Kochi,2014,33128,Diesel,Automatic,First,17.54,2993,313,4,11.57,,10.40813413,,5.746203191,BMW,6
Maruti Alto K10 VXI,Chennai,2018,7300,Petrol,Manual,Second,24.07,998,67.1,5,4.5,,8.895629627,,4.206184044,Maruti,Alto
Hyundai i20 1.4 Sportz,Kolkata,2016,53416,Diesel,Manual,First,22.54,1396,88.73,5,11.57,,10.88586561,,4.485598051,Hyundai,i20
Toyota Etios G,Chennai,2011,47000,Petrol,Manual,Second,17.6,1496,88.73,5,11.57,,10.75790288,,4.485598051,Toyota,Etios
Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,2008,72002,Diesel,Manual,Second,13.6,1991,142,5,11.57,,11.18444918,,4.955827058,Hyundai,Sonata
Skoda Rapid 1.5 TDI AT Ambition,Pune,2016,47000,Diesel,Automatic,First,21.72,1498,108.4,5,15.11,,10.75790288,,4.685828089,Skoda,Rapid
Audi A6 2011-2015 35 TDI Technology,Coimbatore,2016,47634,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,,10.77130207,,5.160950055,Audi,A6
Volkswagen Polo 1.2 MPI Highline,Ahmedabad,2015,62000,Petrol,Manual,First,16.47,1198,74,5,11.57,,11.03488966,,4.304065093,Volkswagen,Polo
Ford Classic 1.4 Duratorq CLXI,Chennai,2013,65000,Diesel,Manual,Second,19.68,1399,67,5,11.57,,11.08214255,,4.204692619,Ford,Classic
Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15,1995,147.9,5,11.57,,11.4344016,,4.99653637,Renault,Koleos
Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,11.57,,11.12726298,,4.49803031,Ford,Ecosport
Land Rover Freelander 2 TD4 SE,Mumbai,2011,87000,Diesel,Automatic,First,0,2179,115,5,11.57,,11.3736634,,4.744932128,Land,Rover
Honda Amaze E i-DTEC,Pune,2016,108000,Diesel,Manual,First,25.8,1498,98.6,5,11.57,,11.58988651,,4.591071262,Honda,Amaze
Volvo V40 Cross Country D3,Chennai,2015,60000,Diesel,Automatic,First,23.3,1984,150,5,11.57,,11.00209984,,5.010635294,Volvo,V40
Hyundai i10 Magna,Chennai,2011,82000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,,11.31447453,,4.368181228,Hyundai,i10
Ford Figo 1.2P Titanium MT,Jaipur,2016,26189,Petrol,Manual,First,18.16,1196,86.8,5,11.57,,10.17309475,,4.463606622,Ford,Figo
Maruti Ciaz VDi Option SHVS,Jaipur,2016,26300,Diesel,Manual,First,28.09,1248,88.5,5,11.57,,10.17732422,,4.483002552,Maruti,Ciaz
Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016,35000,Diesel,Automatic,First,12.55,2982,168.7,7,11.57,,10.46310334,,5.12812199,Toyota,Fortuner
Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010,67000,Diesel,Manual,First,18,1248,75,5,11.57,,11.1124479,,4.317488114,Tata,Indica
Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22,814,55,5,11.57,,10.65218769,,4.007333185,Hyundai,EON
Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,First,18.15,1198,82,6,11.57,,8.853665428,,4.406719247,Mahindra,KUV
Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,10.6454249,,4.404643925,Hyundai,i20
Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,First,17.92,1086,62.1,5,11.57,,10.95022743,,4.128745989,Hyundai,Santro
Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019,29566,Diesel,Automatic,First,17.9,2143,170,5,49.12,,10.29438033,,5.135798437,Mercedes-Benz,GLA
Maruti Wagon R Stingray LXI,Kochi,2015,41836,Petrol,Manual,First,20.51,998,67.04,5,11.57,,10.64151249,,4.205289456,Maruti,Wagon
Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,First,16.5,1493,70,7,10.51,,9.89161738,,4.248495242,Mahindra,Bolero
Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009,134000,Diesel,Manual,First,18,1248,75,5,11.57,,11.80559508,,4.317488114,Tata,Indica
Hyundai Elite i20 Petrol Sportz,Delhi,2018,8321,Petrol,Manual,First,18.6,1197,81.86,5,11.57,,9.026537719,,4.405010471,Hyundai,Elite
Tata Indica Vista TDI LS,Pune,2015,174000,Diesel,Manual,First,19.1,1405,70,5,11.57,,12.06681058,,4.248495242,Tata,Indica
Toyota Qualis FS B3,Pune,2002,119613,Diesel,Manual,Second,13.1,2446,75,10,11.57,,11.69201681,,4.317488114,Toyota,Qualis
Maruti Swift Dzire LXI,Chennai,2017,21000,Petrol,Manual,First,20.85,1197,83.14,5,11.57,,9.952277717,,4.420525934,Maruti,Swift
Volkswagen Vento 1.5 TDI Highline,Mumbai,2015,55600,Diesel,Manual,First,20.34,1498,103.2,5,11.57,,10.92593848,,4.636668853,Volkswagen,Vento
Fiat Linea Classic 1.3 Multijet,Kolkata,2014,61000,Diesel,Manual,First,19.5,1248,75,5,8.65,,11.01862914,,4.317488114,Fiat,Linea
Honda Brio S MT,Pune,2013,38428,Petrol,Manual,Second,19.4,1198,86.8,5,11.57,,10.55654164,,4.463606622,Honda,Brio
BMW 5 Series 520d Sedan,Chennai,2009,95000,Diesel,Automatic,Second,18.48,1493,94,5,11.57,,11.46163217,,,BMW,5
Hyundai i20 1.2 Asta,Mumbai,2012,18000,Petrol,Manual,First,17,1197,80,5,11.57,,9.798127037,,4.382026635,Hyundai,i20
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,7000,Diesel,Automatic,First,12.62,2198,158,7,11.57,,8.853665428,,5.062595033,Ford,Endeavour
Hyundai i20 1.2 Asta,Kochi,2016,24779,Petrol,Manual,First,18.6,1197,81.83,5,11.57,,10.1177518,,4.404643925,Hyundai,i20
Maruti Wagon R VXI 1.2,Kochi,2019,17431,Petrol,Manual,First,21.5,1197,81.8,5,5.79,,9.766005509,,4.404277244,Maruti,Wagon
Mahindra Scorpio VLS 2.2 mHawk,Chennai,2008,88000,Diesel,Manual,First,12.05,2179,120,8,11.57,,11.38509209,,4.787491743,Mahindra,Scorpio
Maruti Wagon R LXI,Kochi,2015,29347,Petrol,Manual,First,22.5,998,67.04,5,5.04,,10.28694561,,4.205289456,Maruti,Wagon
Maruti Ciaz VDi,Ahmedabad,2015,24000,Diesel,Manual,First,26.21,1248,88.5,5,11.57,,10.08580911,,4.483002552,Maruti,Ciaz
Audi A4 35 TDI Premium Plus,Coimbatore,2016,60249,Diesel,Automatic,First,18.25,1968,187.74,5,53.14,,11.00624125,,5.235058027,Audi,A4
Maruti Ciaz 1.4 Zeta,Mumbai,2017,15000,Petrol,Manual,First,20.73,1373,91.1,5,11.57,,9.61580548,,4.511957804,Maruti,Ciaz
Ford Freestyle Titanium Plus Diesel,Kolkata,2018,3013,Diesel,Manual,First,24.4,1498,98.63,5,9.12,,8.010691539,,4.591375475,Ford,Freestyle
Toyota Etios GD,Kolkata,2013,60000,Diesel,Manual,First,23.59,1364,94,5,11.57,,11.00209984,,,Toyota,Etios
Mahindra XUV500 W8 4WD,Hyderabad,2013,83503,Diesel,Manual,First,15.1,2179,140,7,11.57,,11.33263784,,4.941642423,Mahindra,XUV500
Chevrolet Cruze LTZ,Mumbai,2011,69000,Diesel,Manual,Second,18.3,1991,147.9,5,11.57,,11.14186178,,4.99653637,Chevrolet,Cruze
Hyundai EON D Lite Plus Option,Kolkata,2018,54000,Petrol,Manual,First,21.1,814,55.2,5,11.57,,10.89673933,,4.010962953,Hyundai,EON
Maruti Ritz VDi,Bangalore,2013,49000,Diesel,Manual,First,23.2,1248,73.94,5,11.57,,10.79957558,,4.303253954,Maruti,Ritz
Toyota Etios Liva GD,Hyderabad,2013,86000,Diesel,Manual,First,23.59,1364,94,5,11.57,,11.36210258,,,Toyota,Etios
Maruti Wagon R VXI,Chennai,2010,36000,Petrol,Manual,Second,22.5,998,67.04,5,5.51,,10.49127422,,4.205289456,Maruti,Wagon
Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,2018,12899,Petrol,Manual,First,15.85,1499,110.4,5,11.57,,9.464905068,,4.704110134,Ford,EcoSport
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,56839,Diesel,Automatic,First,19.6,1461,108.45,5,15.05,,10.94797799,,4.686289237,Renault,Duster
Maruti Swift VVT ZXI,Pune,2012,46972,Petrol,Manual,First,22,1197,81.8,5,11.57,,10.75730696,,4.404277244,Maruti,Swift
Mahindra Xylo D4,Coimbatore,2015,96012,Diesel,Manual,First,14.95,2489,93.7,7,11.91,,11.47222846,,4.540098189,Mahindra,Xylo
Toyota Etios Liva V,Kochi,2012,59311,Petrol,Manual,First,18.3,1493,94,5,11.57,,10.99055007,,,Toyota,Etios
Honda CR-V 2.4 AT,Ahmedabad,2010,90000,Petrol,Automatic,Third,10.1,2354,152,5,11.57,,11.40756495,,5.023880521,Honda,CR-V
Fiat Punto EVO 1.3 Emotion,Kochi,2016,32835,Diesel,Manual,First,20.5,1248,91.7,5,8.6,,10.3992503,,4.518522379,Fiat,Punto
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,60739,Diesel,Automatic,First,17.01,1582,126.2,5,11.57,,11.01434127,,4.83786795,Hyundai,Creta
Fiat Abarth 595 Competizione,Mumbai,2017,19476,Petrol,Automatic,First,19,1368,160,4,11.57,,9.876938217,,5.075173815,Fiat,Abarth
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88,999,123.24,5,11.57,,9.61580548,,4.814133674,Ford,Ecosport
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2011,53000,Diesel,Automatic,First,14.74,2993,270.9,5,11.57,,10.87804719,,5.601749749,Jaguar,XF
Hyundai Grand i10 Sportz,Chennai,2016,20000,Petrol,Manual,Second,18.9,1197,82,5,11.57,,9.903487553,,4.406719247,Hyundai,Grand
Mercedes-Benz M-Class ML 320 CDI,Hyderabad,2008,67000,Diesel,Automatic,First,8.7,2987,224.34,5,11.57,,11.1124479,,5.413162758,Mercedes-Benz,M-Class
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2009,140000,Diesel,Manual,Second,12.8,2494,102,7,11.57,,11.8493977,,4.624972813,Toyota,Innova
Honda Accord 2.4 AT,Delhi,2011,25000,Petrol,Automatic,Second,11.7,2354,177.6,5,11.57,,10.1266311,,5.179533831,Honda,Accord
Maruti Wagon R LXI,Jaipur,2007,69000,Petrol,Manual,Second,18.9,998,67.1,5,11.57,,11.14186178,,4.206184044,Maruti,Wagon
Hyundai i20 1.4 CRDi Magna,Hyderabad,2013,65461,Diesel,Manual,First,21.9,1396,90,5,11.57,,11.08920982,,4.49980967,Hyundai,i20
Maruti Swift VXI,Kolkata,2014,33000,Petrol,Manual,First,18.6,1197,85.8,5,11.57,,10.40426284,,4.452019006,Maruti,Swift
Honda City 1.5 E MT,Ahmedabad,2011,52000,Petrol,Manual,First,17,1497,118,5,11.57,,10.858999,,4.770684624,Honda,City
Volkswagen Polo 1.2 MPI Comfortline,Kochi,2015,29215,Petrol,Manual,First,16.47,1198,74,5,11.57,,10.28243755,,4.304065093,Volkswagen,Polo
Hyundai Accent Executive LPG,Jaipur,2010,40000,LPG,Manual,Second,13.2,1495,93.7,5,11.57,,10.59663473,,4.540098189,Hyundai,Accent
ISUZU D-MAX V-Cross 4X4,Jaipur,2017,290000,Diesel,Manual,First,12.4,2499,134,5,11.57,,12.5776362,,4.8978398,ISUZU,D-MAX
Honda BR-V i-VTEC VX MT,Coimbatore,2017,14519,Petrol,Manual,First,15.4,1497,117.3,7,15.55,,9.583213415,,4.764734756,Honda,BR-V
Maruti Swift Dzire Tour LDI,Jaipur,2012,350000,Diesel,Manual,First,23.4,1248,74,5,11.57,,12.76568843,,4.304065093,Maruti,Swift
Honda Mobilio V i DTEC,Kolkata,2014,39000,Diesel,Manual,First,24.2,1498,98.6,7,11.57,,10.57131693,,4.591071262,Honda,Mobilio
Maruti Ertiga VXI,Coimbatore,2016,40130,Petrol,Manual,First,16.02,1373,93.7,7,11.57,,10.59987946,,4.540098189,Maruti,Ertiga
